,Year,day,,Time,Levels(ft),Inflows(Cs),Disch(Cs)
24,2015,24 January 2015,24,2015.063,1619.3,5532,11800
25,2015,25 January 2015,25,2015.066,1618.8,4746,11867
26,2015,26 January 2015,26,2015.068,1618.24,4132,12108
27,2015,27 January 2015,27,2015.071,1617.65,4309,12714
28,2015,28 January 2015,28,2015.074,1617.02,4490,13463
29,2015,29 January 2015,29,2015.077,1616.24,3941,15050
30,2015,30 January 2015,30,2015.079,1615.46,4076,15187
31,2015,31 January 2015,31,2015.082,1614.59,5664,18056
1,2015,01 February 2015,32,2015.085,1613.61,5517,19476
2,2015,02 February 2015,33,2015.088,1612.57,4768,19581
3,2015,03 February 2015,34,2015.090,1611.58,5679,19779
4,2015,04 February 2015,35,2015.093,1610.64,5267,18657
5,2015,05 February 2015,36,2015.096,1609.74,5481,18300
6,2015,06 February 2015,37,2015.099,1608.78,4927,18600
7,2015,07 February 2015,38,2015.101,1607.8,5118,19078
8,2015,08 February 2015,39,2015.104,1606.79,4615,19000
9,2015,09 February 2015,40,2015.107,1605.65,3180,19419
10,2015,10 February 2015,41,2015.110,1604.52,3447,19542
11,2015,11 February 2015,42,2015.112,1603.31,2767,20000
12,2015,12 February 2015,43,2015.115,1602.08,3273,20792
13,2015,13 February 2015,44,2015.118,1600.79,3237,21611
14,2015,14 February 2015,45,2015.121,1599.44,3432,21674
15,2015,15 February 2015,46,2015.123,1598.05,4663,22011
16,2015,16 February 2015,47,2015.126,1596.69,5319,22292
17,2015,17 February 2015,48,2015.129,1595.4,4915,21015
18,2015,18 February 2015,49,2015.132,1594.09,4801,21150
19,2015,19 February 2015,50,2015.134,1592.72,4694,21791
20,2015,20 February 2015,51,2015.137,1591.42,5615,21840
21,2015,21 February 2015,52,2015.140,1590.36,8502,21731
22,2015,22 February 2015,53,2015.142,1589.23,6716,20819
23,2015,23 February 2015,54,2015.145,1588.25,8397,20628
24,2015,24 February 2015,55,2015.148,1587.22,8038,20892
25,2015,25 February 2015,56,2015.151,1586.2,8310,21040
26,2015,26 February 2015,57,2015.153,1585.26,8081,19813
27,2015,27 February 2015,58,2015.156,1584.08,4673,19400
28,2015,28 February 2015,59,2015.159,1582.86,4008,19233
1,2015,01 March 2015,60,2015.162,1581.7,3624,18102
2,2015,02 March 2015,61,2015.164,1580.95,65440,15900
3,2015,03 March 2015,62,2015.167,1581.58,19767,11905
4,2015,04 March 2015,63,2015.170,1581.82,11945,8949
5,2015,05 March 2015,64,2015.173,1581.83,9490,9366
6,2015,06 March 2015,65,2015.175,1581.81,10100,10349
7,2015,07 March 2015,66,2015.178,1581.59,7821,10567
8,2015,08 March 2015,67,2015.181,1581.19,5408,10400
9,2015,09 March 2015,68,2015.184,1581.05,8653,10400
10,2015,10 March 2015,69,2015.186,1580.85,7865,10361
11,2015,11 March 2015,70,2015.189,1580.63,7693,10439
12,2015,12 March 2015,71,2015.192,1580.35,8185,11679
13,2015,13 March 2015,72,2015.195,1580,7553,11921
14,2015,14 March 2015,73,2015.197,1579.42,6523,12541
15,2015,15 March 2015,74,2015.200,1578.92,6812,12000
16,2015,16 March 2015,75,2015.203,1578.5,7162,11521
17,2015,17 March 2015,76,2015.205,1578.36,9110,10562
18,2015,18 March 2015,77,2015.208,1578.24,9075,10321
19,2015,19 March 2015,78,2015.211,1578.02,7880,10162
20,2015,20 March 2015,79,2015.214,1577.66,6665,10400
21,2015,21 March 2015,80,2015.216,1577.32,6913,10441
22,2015,22 March 2015,81,2015.219,1577.06,7702,10400
23,2015,23 March 2015,82,2015.222,1576.7,6664,10400
24,2015,24 March 2015,83,2015.225,1576.48,8235,10518
25,2015,25 March 2015,84,2015.227,1576.39,9467,10400
26,2015,26 March 2015,85,2015.230,1576.37,10359,10567
27,2015,27 March 2015,86,2015.233,1576.26,11251,12392
28,2015,28 March 2015,87,2015.236,1576.1,12128,13788
29,2015,29 March 2015,88,2015.238,1576.07,13966,14278
30,2015,30 March 2015,89,2015.241,1576.15,15184,14353
31,2015,31 March 2015,90,2015.244,1576.21,13300,12678
1,2015,01 April 2015,91,2015.247,1576.65,14860,10294
2,2015,02 April 2015,92,2015.249,1577.12,15583,10706
3,2015,03 April 2015,93,2015.252,1577.12,11368,11368
4,2015,04 April 2015,94,2015.255,1577.29,13223,11460
5,2015,05 April 2015,95,2015.258,1577.73,15279,10714
6,2015,06 April 2015,96,2015.260,1578.19,15074,10300
7,2015,07 April 2015,97,2015.263,1578.54,13163,9532
8,2015,08 April 2015,98,2015.266,1578.83,12750,9741
9,2015,09 April 2015,99,2015.268,1579.16,12246,8820
10,2015,10 April 2015,100,2015.271,1579.44,11847,8943
11,2015,11 April 2015,101,2015.274,1579.64,10552,8476
12,2015,12 April 2015,102,2015.277,1579.87,10891,8505
13,2015,13 April 2015,103,2015.279,1579.87,10891,8505
14,2015,14 April 2015,104,2015.282,1580.39,13466,8724
15,2015,15 April 2015,105,2015.285,1580.77,13079,8336
16,2015,16 April 2015,106,2015.288,1581.08,12246,8378
17,2015,17 April 2015,107,2015.290,1581.56,14330,8339
18,2015,18 April 2015,108,2015.293,1582.1,15039,8299
19,2015,19 April 2015,109,2015.296,1582.6,14622,8382
20,2015,20 April 2015,110,2015.299,1583.18,15501,8263
21,2015,21 April 2015,111,2015.301,1583.62,13878,8386
22,2015,22 April 2015,112,2015.304,1584.23,16077,8465
23,2015,23 April 2015,113,2015.307,1585,18075,8465
24,2015,24 April 2015,114,2015.310,1585.75,17825,8465
25,2015,25 April 2015,115,2015.312,1586.51,17951,8465
26,2015,26 April 2015,116,2015.315,1587.31,19474,9490
27,2015,27 April 2015,117,2015.318,1587.89,18961,11723
28,2015,28 April 2015,118,2015.321,1588.56,20677,12315
29,2015,29 April 2015,119,2015.323,1589.1,19597,12857
30,2015,30 April 2015,120,2015.326,1589.7,19842,12354
1,2015,01 May 2015,121,2015.329,1590.24,20443,13704
2,2015,02 May 2015,122,2015.332,1590.6,19093,14600
3,2015,03 May 2015,123,2015.334,1591.02,20131,14889
4,2015,04 May 2015,124,2015.337,1591.14,17124,15627
5,2015,05 May 2015,125,2015.340,1591.17,16145,15770
6,2015,06 May 2015,126,2015.342,1591.24,17295,16422
7,2015,07 May 2015,127,2015.345,1591.48,20049,17054
8,2015,08 May 2015,128,2015.348,1591.85,22110,17492
9,2015,09 May 2015,129,2015.351,1592.44,24964,17600
10,2015,10 May 2015,130,2015.353,1593.18,26795,17560
11,2015,11 May 2015,131,2015.356,1593.53,26595,22227
12,2015,12 May 2015,132,2015.359,1594.06,29449,22834
13,2015,13 May 2015,133,2015.362,1594.84,32690,22956
14,2015,14 May 2015,134,2015.364,1595.48,30952,22965
15,2015,15 May 2015,135,2015.367,1595.62,24972,23044
16,2015,16 May 2015,136,2015.370,1596.02,28042,23049
17,2015,17 May 2015,137,2015.373,1596.03,23164,23040
18,2015,18 May 2015,138,2015.375,1596.21,25372,23125
19,2015,19 May 2015,139,2015.378,1596.95,32193,22958
20,2015,20 May 2015,140,2015.381,1597.7,33193,23833
21,2015,21 May 2015,141,2015.384,1598.23,31739,25125
22,2015,22 May 2015,142,2015.386,1598.67,30492,25000
23,2015,23 May 2015,143,2015.389,1599.14,30824,24958
24,2015,24 May 2015,144,2015.392,1599.6,30741,25000
25,2015,25 May 2015,145,2015.395,1600.02,30277,25000
26,2015,26 May 2015,146,2015.397,1600.4,30412,25000
27,2015,27 May 2015,147,2015.400,1600.55,27137,25000
28,2015,28 May 2015,148,2015.403,1600.52,24449,24876
29,2015,29 May 2015,149,2015.405,1600.42,23575,25000
30,2015,30 May 2015,150,2015.408,1600.44,25285,25000
31,2015,31 May 2015,151,2015.411,1600.54,26425,25000
1,2015,01 June 2015,152,2015.414,1600.44,25283,26708
2,2015,02 June 2015,153,2015.416,1600.33,24516,26083
3,2015,03 June 2015,154,2015.419,1600.11,22866,26000
4,2015,04 June 2015,155,2015.422,1599.52,18778,26334
5,2015,05 June 2015,156,2015.425,1598.78,17492,26729
6,2015,06 June 2015,157,2015.427,1598.15,19617,27479
7,2015,07 June 2015,158,2015.430,1597.12,20932,26298
8,2015,08 June 2015,159,2015.433,1597.64,23443,24442
9,2015,09 June 2015,160,2015.436,1597.63,24571,24696
10,2015,10 June 2015,161,2015.438,1597.91,31084,27589
11,2015,11 June 2015,162,2015.441,1598.07,31422,29425
12,2015,12 June 2015,163,2015.444,1598.57,36698,30458
13,2015,13 June 2015,164,2015.447,1598.81,33795,30800
14,2015,14 June 2015,165,2015.449,1598.5,27764,31633
15,2015,15 June 2015,166,2015.452,1598.56,34166,33417
16,2015,16 June 2015,167,2015.455,1598.43,32377,34000
17,2015,17 June 2015,168,2015.458,1598.2,31130,34000
18,2015,18 June 2015,169,2015.460,1597.57,26097,33959
19,2015,19 June 2015,170,2015.463,1597.47,32752,34000
20,2015,20 June 2015,171,2015.466,1598.54,47394,34041
21,2015,21 June 2015,172,2015.468,1599.72,48728,34000
22,2015,22 June 2015,173,2015.471,1600.28,41483,34000
23,2015,23 June 2015,174,2015.474,1600.72,40226,33959
24,2015,24 June 2015,175,2015.477,1600.84,35750,34041
25,2015,25 June 2015,176,2015.479,1601.45,42688,34000
26,2015,26 June 2015,177,2015.482,1602.24,45253,34000
27,2015,27 June 2015,178,2015.485,1602.65,39839,34000
28,2015,28 June 2015,179,2015.488,1602.51,32006,34000
29,2015,29 June 2015,180,2015.490,1602.34,31579,34000
30,2015,30 June 2015,181,2015.493,1602.26,32944,34083
1,2015,01 July 2015,182,2015.496,1601.95,27434,31850
2,2015,02 July 2015,183,2015.499,1602.47,32682,25276
3,2015,03 July 2015,184,2015.501,1603.03,33501,25524
4,2015,04 July 2015,185,2015.504,1603.5,32095,25400
5,2015,05 July 2015,186,2015.507,1604.36,37608,35359
6,2015,06 July 2015,187,2015.510,1605.75,45282,25483
7,2015,07 July 2015,188,2015.512,1607.42,49186,25400
8,2015,08 July 2015,189,2015.515,1609.26,51484,25275
9,2015,09 July 2015,190,2015.518,1610.9,48842,25483
10,2015,10 July 2015,191,2015.521,1613.3,59585,25400
11,2015,11 July 2015,192,2015.523,1615.69,59182,26068
12,2015,12 July 2015,193,2015.526,1618.1,59810,25483
13,2015,13 July 2015,194,2015.529,1620.09,56964,28450
14,2015,14 July 2015,195,2015.532,1622.04,57830,26400
15,2015,15 July 2015,196,2015.534,1623.98,57125,25858
16,2015,16 July 2015,197,2015.537,1626.19,64213,28591
17,2015,17 July 2015,198,2015.540,1629.23,81946,34172
18,2015,18 July 2015,199,2015.542,1631.39,70150,35336
19,2015,19 July 2015,200,2015.545,1633.16,64988,36460
20,2015,20 July 2015,201,2015.548,1634.75,62294,37119
21,2015,21 July 2015,202,2015.551,1636.45,63234,35833
22,2015,22 July 2015,203,2015.553,1638.07,64068,37958
23,2015,23 July 2015,204,2015.556,1639.88,69067,39894
24,2015,24 July 2015,205,2015.559,1641.11,62956,41183
25,2015,25 July 2015,206,2015.562,1642.45,64787,40838
26,2015,26 July 2015,207,2015.564,1643.59,61815,41440
27,2015,27 July 2015,208,2015.567,1645.13,68843,41321
28,2015,28 July 2015,209,2015.570,1646.13,59114,41242
29,2015,29 July 2015,210,2015.573,1647.03,57217,41132
30,2015,30 July 2015,211,2015.575,1647.81,55159,41218
31,2015,31 July 2015,212,2015.578,1648.5,53393,41061
1,2015,01 August 2015,213,2015.581,1649.64,52610,32236
2,2015,02 August 2015,214,2015.584,1650.91,61811,39113
3,2015,03 August 2015,215,2015.586,1651.85,57538,40738
4,2015,04 August 2015,216,2015.589,1652.75,57083,40998
5,2015,05 August 2015,217,2015.592,1654.06,61780,38368
6,2015,06 August 2015,218,2015.595,1655.2,60418,40044
7,2015,07 August 2015,219,2015.597,1656.33,60134,39938
8,2015,08 August 2015,220,2015.600,1657.76,66387,41519
9,2015,09 August 2015,221,2015.603,1660.08,82716,41125
10,2015,10 August 2015,222,2015.605,1662.22,81881,41311
11,2015,11 August 2015,223,2015.608,1663.78,77184,46826
12,2015,12 August 2015,224,2015.611,1664.98,76402,53049
13,2015,13 August 2015,225,2015.614,1665.71,72554,58348
14,2015,14 August 2015,226,2015.616,1666.34,62951,50691
15,2015,15 August 2015,227,2015.619,1667.75,68273,40834
16,2015,16 August 2015,228,2015.622,1668.8,61434,41000
17,2015,17 August 2015,229,2015.625,1669.71,58709,41000
18,2015,18 August 2015,230,2015.627,1670.52,56721,40958
19,2015,19 August 2015,231,2015.630,1670.57,41894,40921
20,2015,20 August 2015,232,2015.633,1670.84,46294,41040
21,2015,21 August 2015,233,2015.636,1671.3,49795,40842
22,2015,22 August 2015,234,2015.638,1672.16,49995,33259
23,2015,23 August 2015,235,2015.641,1672.71,37243,26540
24,2015,24 August 2015,236,2015.644,1673.4,36580,23152
25,2015,25 August 2015,237,2015.647,1673.74,29967,23351
26,2015,26 August 2015,238,2015.649,1674.24,32966,23236
27,2015,27 August 2015,239,2015.652,1674.73,32776,23240
28,2015,28 August 2015,240,2015.655,1675.27,33665,23156
29,2015,29 August 2015,241,2015.658,1675.77,32804,23074
30,2015,30 August 2015,242,2015.660,1676.21,31720,23156
31,2015,31 August 2015,243,2015.663,1676.71,33297,23567
1,2015,01 September 2015,244,2015.666,1677.19,32677,23337
2,2015,02 September 2015,245,2015.668,1677.56,31468,24267
3,2015,03 September 2015,246,2015.671,1677.9,31008,24392
4,2015,04 September 2015,247,2015.674,1678.07,28023,24714
5,2015,05 September 2015,248,2015.677,1678.22,27722,24803
6,2015,06 September 2015,249,2015.679,1678.32,26546,24600
7,2015,07 September 2015,250,2015.682,1678.27,23412,24385
8,2015,08 September 2015,251,2015.685,1678.29,24929,24540
9,2015,09 September 2015,252,2015.688,1678.2,23020,24771
10,2015,10 September 2015,253,2015.690,1678.07,21978,24508
11,2015,11 September 2015,254,2015.693,1677.88,20652,24350
12,2015,12 September 2015,255,2015.696,1677.6,18901,24350
13,2015,13 September 2015,256,2015.699,1677.48,19051,21386
14,2015,14 September 2015,257,2015.701,1677.53,21911,20938
15,2015,15 September 2015,258,2015.704,1677.56,24934,24350
16,2015,16 September 2015,259,2015.707,1677.5,23182,24350
17,2015,17 September 2015,260,2015.710,1677.39,22251,24392
18,2015,18 September 2015,261,2015.712,1677.22,21042,24350
19,2015,19 September 2015,262,2015.715,1677.02,20079,23971
20,2015,20 September 2015,263,2015.718,1676.72,17467,23305
21,2015,21 September 2015,264,2015.721,1676.72,17526,17526
22,2015,22 September 2015,265,2015.723,1677.22,23339,13609
23,2015,23 September 2015,266,2015.726,1677.54,18911,12682
24,2015,24 September 2015,267,2015.729,1678,21113,12160
25,2015,25 September 2015,268,2015.732,1678.51,21725,11800
26,2015,26 September 2015,269,2015.734,1678.86,19296,12485
27,2015,27 September 2015,270,2015.737,1679.1,17958,13288
28,2015,28 September 2015,271,2015.740,1679.22,16991,14656
29,2015,29 September 2015,272,2015.742,1679.12,14031,15977
30,2015,30 September 2015,273,2015.745,1678.93,13359,17056
1,2015,01 October 2015,274,2015.748,1678.69,12584,17255
2,2015,02 October 2015,275,2015.751,1678.5,14305,18002
3,2015,03 October 2015,276,2015.753,1678.21,13106,18749
4,2015,04 October 2015,277,2015.756,1677.87,12532,19150
5,2015,05 October 2015,278,2015.759,1677.59,14239,19688
6,2015,06 October 2015,279,2015.762,1677.16,11621,19988
7,2015,07 October 2015,280,2015.764,1676.75,11496,19475
8,2015,08 October 2015,281,2015.767,1676.37,12105,19500
9,2015,09 October 2015,282,2015.770,1676.03,12819,19435
10,2015,10 October 2015,283,2015.773,1675.65,11519,18915
11,2015,11 October 2015,284,2015.775,1675.41,13150,17820
12,2015,12 October 2015,285,2015.778,1675.1,10282,16315
13,2015,13 October 2015,286,2015.781,1674.85,10630,15496
14,2015,14 October 2015,287,2015.784,1674.56,10470,16113
15,2015,15 October 2015,288,2015.786,1674.32,11050,15721
16,2015,16 October 2015,289,2015.789,1674.14,10097,14600
17,2015,17 October 2015,290,2015.792,1674.03,12430,14570
18,2015,18 October 2015,291,2015.795,1673.86,11009,14317
19,2015,19 October 2015,292,2015.797,1673.7,11478,14592
20,2015,20 October 2015,293,2015.800,1673.5,10900,14792
21,2015,21 October 2015,294,2015.803,1673.27,10132,14608
22,2015,22 October 2015,295,2015.805,1673,9346,14600
23,2015,23 October 2015,296,2015.808,1672.74,9360,14421
24,2015,24 October 2015,297,2015.811,1672.55,9303,13000
25,2015,25 October 2015,298,2015.814,1672.33,8719,13000
26,2015,26 October 2015,299,2015.816,1672.2,10237,12767
27,2015,27 October 2015,300,2015.819,1672.03,8992,12300
28,2015,28 October 2015,301,2015.822,1671.86,8950,12258
29,2015,29 October 2015,302,2015.825,1671.68,8597,12100
30,2015,30 October 2015,303,2015.827,1671.48,8400,12292
31,2015,31 October 2015,304,2015.830,1671.3,8600,12103
1,2015,01 November 2015,305,2015.833,1671.13,8592,11900
2,2015,02 November 2015,306,2015.836,1670.97,8903,12018
3,2015,03 November 2015,307,2015.838,1670.77,8302,12194
4,2015,04 November 2015,308,2015.841,1670.54,9124,13600
5,2015,05 November 2015,309,2015.844,1670.29,8993,13858
6,2015,06 November 2015,310,2015.847,1670.01,8573,14021
7,2015,07 November 2015,311,2015.849,1669.73,8408,13858
8,2015,08 November 2015,312,2015.852,1669.37,7236,14242
9,2015,09 November 2015,313,2015.855,1669.01,6657,13662
10,2015,10 November 2015,314,2015.858,1668.7,7667,13700
11,2015,11 November 2015,315,2015.860,1668.42,8015,13464
12,2015,12 November 2015,316,2015.863,1668.05,7300,14500
13,2015,13 November 2015,317,2015.866,1667.76,8063,13713
14,2015,14 November 2015,318,2015.868,1667.48,8329,13778
15,2015,15 November 2015,319,2015.871,1667.15,7278,13700
16,2015,16 November 2015,320,2015.874,1666.79,6655,13661
17,2015,17 November 2015,321,2015.877,1666.51,8252,13700
18,2015,18 November 2015,322,2015.879,1666.22,8056,13700
19,2015,19 November 2015,323,2015.882,1665.93,8056,13700
20,2015,20 November 2015,324,2015.885,1665.59,7083,13700
21,2015,21 November 2015,325,2015.888,1665.26,7318,13739
22,2015,22 November 2015,326,2015.890,1664.83,5332,13700
23,2015,23 November 2015,327,2015.893,1664.39,5137,13700
24,2015,24 November 2015,328,2015.896,1664.03,6735,13740
25,2015,25 November 2015,329,2015.899,1663.69,7025,13643
26,2015,26 November 2015,330,2015.901,1663.36,7358,13779
27,2015,27 November 2015,331,2015.904,1662.93,6495,14863
28,2015,28 November 2015,332,2015.907,1662.53,6476,14260
29,2015,29 November 2015,333,2015.910,1662.23,7636,13474
30,2015,30 November 2015,334,2015.912,1661.87,6618,13625
1,2015,01 December 2015,335,2015.915,1661.49,7070,14465
2,2015,02 December 2015,336,2015.918,1661.09,7075,14859
3,2015,03 December 2015,337,2015.921,1660.7,7311,14900
4,2015,04 December 2015,338,2015.923,1660.27,6732,15100
5,2015,05 December 2015,339,2015.926,1659.77,5894,15258
6,2015,06 December 2015,340,2015.929,1659.32,7482,15525
7,2015,07 December 2015,341,2015.932,1658.8,6699,15992
8,2015,08 December 2015,342,2015.934,1658.26,6856,16508
9,2015,09 December 2015,343,2015.937,1657.66,6243,16967
10,2015,10 December 2015,344,2015.940,1657.06,6739,17462
11,2015,11 December 2015,345,2015.942,1656.46,6927,17650
12,2015,12 December 2015,346,2015.945,1656.02,9694,17558
13,2015,13 December 2015,347,2015.948,1655.44,7268,17633
14,2015,14 December 2015,348,2015.951,1654.89,7971,17800
15,2015,15 December 2015,349,2015.953,1654.3,7255,17800
16,2015,16 December 2015,350,2015.956,1653.69,7348,18250
17,2015,17 December 2015,351,2015.959,1653.07,7247,18328
18,2015,18 December 2015,352,2015.962,1652.4,6446,18421
19,2015,19 December 2015,353,2015.964,1651.72,6319,18472
20,2015,20 December 2015,354,2015.967,1651.05,6326,18300
21,2015,21 December 2015,355,2015.970,1650.35,6000,18510
22,2015,22 December 2015,356,2015.973,1649.65,5652,18163
23,2015,23 December 2015,357,2015.975,1648.99,6042,17837
24,2015,24 December 2015,358,2015.978,1648.3,5200,17532
25,2015,25 December 2015,359,2015.981,1647.69,6097,17000
26,2015,26 December 2015,360,2015.984,1647.05,5562,17000
27,2015,27 December 2015,361,2015.986,1646.39,5168,16963
28,2015,28 December 2015,362,2015.989,1645.76,5590,16850
29,2015,29 December 2015,363,2015.992,1645.16,6126,16850
30,2015,30 December 2015,364,2015.995,1644.51,5154,16770
31,2015,31 December 2015,365,2015.997,1643.96,5514,15344
1,2016,01 January 2016,1,2016.000,1643.44,5607,14900
2,2016,02 January 2016,2,2016.003,1642.89,5368,15198
3,2016,03 January 2016,3,2016.005,1642.33,5523,15532
4,2016,04 January 2016,4,2016.008,1641.76,5611,15798
5,2016,05 January 2016,5,2016.011,1641.16,5176,15900
6,2016,06 January 2016,6,2016.014,1640.59,5535,15900
7,2016,07 January 2016,7,2016.016,1640.02,5932,15941
8,2016,08 January 2016,8,2016.019,1639.44,6517,15900
9,2016,09 January 2016,9,2016.022,1638.9,6967,15671
10,2016,10 January 2016,10,2016.025,1638.34,6793,15819
11,2016,11 January 2016,11,2016.027,1637.76,6633,15981
